studio,primary_genre,genre_count,source_material,demographic,episodes,episode_length_min,animation_budget_tier,marketing_spend_tier,voice_cast_popularity,director_experience_years,studio_prior_hits,release_season,release_year,has_sequel_potential_arc,mal_rating,popularity_score,success_tier
MAPPA,Mystery,2,Web Novel,Josei,24,24,Low,Medium,8.18,6.8,9,Summer,2021,1,7.12,62.5,Average
Toei Animation,Adventure,3,Manga,Seinen,100,24,High,Medium,1.93,1.3,8,Winter,2017,0,8.47,100.0,Hit
Studio Deen,Action,3,Web Novel,Shounen,12,24,Low,Medium,4.33,6.1,1,Summer,2023,0,5.27,32.3,Flop
Toei Animation,Fantasy,3,Web Novel,Seinen,12,24,Low,High,1.29,11.2,5,Winter,2018,1,6.61,67.7,Average
Pierrot,Romance,1,Game,Seinen,50,24,High,Low,6.4,6.2,9,Spring,2021,0,8.31,100.0,Hit
Sunrise,Romance,1,Manga,Seinen,26,24,High,Low,6.8,9.5,4,Summer,2017,1,8.42,52.7,Average
Doga Kobo,Drama,2,Visual Novel,Josei,13,12,Low,Low,6.57,7.1,4,Winter,2024,0,3.69,42.3,Flop
Kyoto Animation,Action,3,Manga,Shounen,24,24,Medium,Low,7.9,14.0,9,Winter,2023,1,9.34,100.0,Hit
WIT Studio,Sci-Fi,2,Original,Shounen,24,24,High,Medium,6.65,7.6,8,Summer,2022,0,9.75,93.0,Hit
WIT Studio,Drama,2,Game,Seinen,50,24,High,Low,7.06,4.5,8,Summer,2016,0,9.1,69.0,Hit
Bones,Romance,1,Light Novel,Shoujo,13,24,Medium,Medium,5.69,8.2,11,Fall,2022,1,8.65,82.5,Hit
Pierrot,Mystery,3,Original,Seinen,24,24,Medium,Low,4.14,15.3,9,Spring,2020,1,7.35,68.1,Average
A-1 Pictures,Drama,2,Web Novel,Josei,12,24,Medium,Low,3.0,8.1,6,Winter,2019,1,6.48,72.8,Average
MAPPA,Comedy,2,Original,Shoujo,24,24,Medium,Medium,4.01,8.7,3,Fall,2023,1,9.76,93.4,Hit
Pierrot,Action,3,Light Novel,Seinen,12,24,Medium,Low,6.43,16.4,5,Spring,2018,0,8.3,62.0,Hit
Doga Kobo,Mecha,3,Original,Shoujo,13,24,Low,Medium,6.84,15.2,2,Winter,2015,1,6.38,67.3,Average
Toei Animation,Psychological,1,Manga,Shounen,12,24,Low,Low,5.17,13.3,3,Fall,2016,1,6.71,46.9,Average
MAPPA,Comedy,2,Original,Josei,12,24,Medium,Low,6.48,13.4,5,Spring,2015,0,9.53,86.7,Hit
Trigger,Action,2,Manga,Shoujo,24,12,Medium,Medium,6.7,10.3,11,Winter,2021,1,6.45,65.4,Average
WIT Studio,Fantasy,3,Web Novel,Josei,13,24,Medium,Low,6.42,2.4,6,Spring,2016,1,9.4,80.0,Hit
Doga Kobo,Sci-Fi,3,Light Novel,Seinen,50,24,High,Low,7.79,7.4,4,Fall,2021,0,9.34,62.5,Hit
Lerche,Drama,3,Light Novel,Seinen,12,12,High,Low,7.2,9.8,4,Spring,2021,1,5.9,79.8,Average
Toei Animation,Comedy,2,Manga,Seinen,24,24,Medium,Medium,4.24,4.9,4,Spring,2015,0,5.92,74.5,Average
Production I.G,Mecha,1,Visual Novel,Shounen,25,24,Low,Low,10.0,8.8,9,Winter,2018,0,7.93,93.9,Hit
Diomedea,Horror,3,Original,Seinen,12,24,Medium,Low,2.37,9.0,4,Fall,2021,0,3.61,43.4,Flop
WIT Studio,Psychological,1,Manga,Shounen,100,24,Low,Medium,4.0,16.1,7,Spring,2020,0,9.08,90.7,Hit
Bones,Action,2,Visual Novel,Shounen,13,24,High,Low,4.79,6.8,10,Winter,2019,0,7.66,74.9,Hit
Studio Deen,Drama,2,Web Novel,Shounen,26,24,Medium,High,3.36,7.3,5,Winter,2021,0,6.74,77.6,Average
Diomedea,Romance,2,Web Novel,Seinen,12,12,Medium,High,2.57,12.5,3,Spring,2017,1,5.5,55.7,Average
Trigger,Sports,2,Web Novel,Shounen,12,24,High,Low,6.31,8.8,6,Summer,2017,0,8.91,86.4,Hit
Trigger,Supernatural,1,Light Novel,Seinen,24,24,Low,High,5.13,13.3,2,Winter,2018,1,8.56,66.3,Hit
Kyoto Animation,Slice of Life,2,Light Novel,Shounen,12,24,Medium,Medium,6.87,6.1,9,Winter,2015,0,8.71,81.8,Hit
Trigger,Horror,1,Light Novel,Shoujo,26,24,Low,High,6.44,8.6,11,Summer,2024,0,7.95,86.8,Hit
Diomedea,Mystery,1,Web Novel,Seinen,12,24,Low,Medium,2.4,16.2,5,Summer,2021,1,1.42,16.1,Flop
Sunrise,Action,1,Web Novel,Seinen,12,12,Medium,Medium,4.38,8.3,6,Summer,2024,0,6.77,65.6,Average
Pierrot,Sci-Fi,1,Manga,Shounen,26,24,Medium,Medium,1.0,7.9,4,Spring,2024,0,5.28,47.2,Flop
Doga Kobo,Supernatural,3,Original,Seinen,13,24,Low,Medium,4.95,9.4,6,Spring,2023,0,5.34,26.2,Flop
A-1 Pictures,Supernatural,3,Manga,Shoujo,50,24,Medium,Low,4.63,8.8,6,Summer,2023,1,5.6,47.0,Flop
ufotable,Sports,1,Light Novel,Shounen,12,24,Medium,Medium,7.7,11.3,8,Fall,2017,1,10.0,96.7,Hit
Sunrise,Sci-Fi,1,Manga,Shounen,12,12,Low,High,4.09,5.5,5,Winter,2018,1,6.97,80.6,Hit
Toei Animation,Slice of Life,3,Original,Seinen,50,24,Medium,Medium,5.35,7.5,7,Winter,2021,0,7.8,70.6,Hit
CloverWorks,Supernatural,3,Web Novel,Shounen,24,24,Medium,Low,6.58,14.2,12,Fall,2023,1,7.34,72.1,Hit
Kyoto Animation,Adventure,3,Original,Seinen,26,12,High,High,8.41,0.0,4,Summer,2024,1,10.0,100.0,Hit
Silver Link,Action,2,Manga,Seinen,24,24,Low,Medium,3.8,10.3,4,Fall,2017,0,3.47,37.0,Flop
ufotable,Drama,3,Visual Novel,Shounen,12,24,High,Medium,6.62,1.5,14,Fall,2023,1,9.52,100.0,Hit
Diomedea,Adventure,2,Original,Seinen,100,24,Low,Medium,6.38,10.0,5,Spring,2019,0,3.93,25.1,Flop
Silver Link,Fantasy,3,Manga,Josei,24,24,Low,Medium,4.26,5.4,5,Winter,2016,1,3.69,45.1,Flop
Diomedea,Isekai,2,Game,Shoujo,25,24,High,Medium,5.52,9.2,1,Fall,2024,1,5.11,60.1,Flop
WIT Studio,Drama,1,Original,Shounen,24,24,Medium,Medium,7.32,7.3,8,Summer,2020,0,9.71,100.0,Hit
Sunrise,Drama,2,Light Novel,Shounen,12,24,Medium,Low,5.08,5.4,7,Fall,2019,0,5.32,64.7,Average
Trigger,Slice of Life,1,Visual Novel,Seinen,24,24,Medium,High,6.56,0.0,11,Fall,2022,0,8.3,88.2,Hit
Madhouse,Supernatural,2,Manga,Shounen,24,24,Medium,Medium,7.85,10.8,9,Fall,2017,0,10.0,100.0,Hit
Sunrise,Comedy,1,Light Novel,Josei,24,24,High,Low,4.66,3.3,12,Fall,2019,1,6.92,66.4,Average
Production I.G,Romance,3,Light Novel,Shounen,24,12,Medium,High,4.9,11.9,11,Spring,2021,0,8.97,89.9,Hit
Bones,Psychological,3,Game,Shounen,13,24,Medium,Medium,5.4,7.8,4,Summer,2017,0,7.57,90.3,Hit
Lerche,Horror,1,Light Novel,Shoujo,12,24,High,Low,4.21,8.1,7,Summer,2022,1,6.31,59.8,Average
Silver Link,Romance,3,Light Novel,Seinen,13,24,Medium,Low,3.37,15.3,4,Spring,2017,1,4.86,64.6,Average
Pierrot,Mystery,3,Original,Shounen,26,24,Medium,Medium,4.41,8.0,5,Fall,2021,1,6.96,82.7,Hit
Zero-G,Psychological,1,Manga,Josei,12,12,High,Medium,1.1,7.5,5,Fall,2019,1,6.14,67.7,Average
Bones,Mystery,3,Light Novel,Shoujo,26,24,Medium,Low,6.5,14.2,5,Fall,2019,1,9.54,74.8,Hit
Silver Link,Psychological,3,Light Novel,Josei,24,24,Medium,Low,6.55,7.9,3,Winter,2022,1,6.76,78.0,Average
Pierrot,Mystery,3,Manga,Josei,12,24,Low,Low,3.9,8.5,5,Fall,2017,0,7.29,49.9,Average
Kyoto Animation,Fantasy,2,Original,Seinen,24,24,High,Low,9.46,11.0,7,Fall,2024,0,10.0,100.0,Hit
J.C.Staff,Mystery,2,Original,Shounen,12,24,Medium,Low,6.63,6.3,6,Spring,2020,0,7.0,80.9,Hit
Trigger,Adventure,1,Manga,Shounen,25,12,Low,Medium,5.9,10.9,8,Spring,2020,1,8.09,79.3,Hit
Pierrot,Mecha,3,Manga,Seinen,12,24,Medium,Medium,4.58,11.5,3,Spring,2024,1,5.07,68.9,Average
Lerche,Romance,1,Manga,Shounen,12,24,Medium,Low,4.84,6.8,6,Spring,2023,1,7.02,52.5,Average
Pierrot,Drama,2,Light Novel,Shounen,50,24,Medium,Medium,4.04,2.3,7,Summer,2020,1,6.6,73.6,Average
Madhouse,Sci-Fi,2,Original,Shoujo,12,24,Medium,High,5.12,8.8,5,Fall,2018,0,10.0,100.0,Hit
Kyoto Animation,Action,2,Visual Novel,Seinen,12,12,Low,High,6.32,14.7,9,Winter,2020,1,9.56,73.9,Hit
Toei Animation,Psychological,2,Original,Shoujo,12,24,Low,Low,3.44,7.1,7,Winter,2015,1,7.97,79.6,Hit
Silver Link,Horror,3,Game,Shounen,12,24,Medium,Medium,2.18,4.2,2,Winter,2021,1,3.93,23.3,Flop
WIT Studio,Fantasy,3,Light Novel,Shoujo,12,24,Medium,Medium,7.28,10.3,11,Spring,2019,0,10.0,100.0,Hit
Toei Animation,Isekai,3,Light Novel,Seinen,12,24,Medium,Low,3.93,5.6,2,Fall,2017,0,6.45,77.7,Average
Silver Link,Isekai,1,Manga,Shounen,13,24,Low,Medium,4.62,10.2,2,Summer,2015,0,5.42,68.4,Average
Diomedea,Isekai,1,Manga,Shounen,25,24,Medium,Medium,3.01,9.7,4,Fall,2018,0,4.6,69.8,Average
CloverWorks,Adventure,2,Game,Shounen,13,24,Low,High,6.62,8.0,9,Summer,2022,1,7.07,90.4,Hit
Silver Link,Action,2,Manga,Seinen,50,24,Medium,Low,2.33,5.1,9,Summer,2021,1,5.38,55.3,Flop
Madhouse,Sci-Fi,1,Web Novel,Shoujo,12,24,High,Low,5.14,13.2,5,Summer,2024,1,10.0,100.0,Hit
MAPPA,Mecha,3,Manga,Shounen,13,24,Medium,High,7.7,3.2,12,Fall,2016,0,9.54,90.4,Hit
Kyoto Animation,Romance,1,Visual Novel,Shounen,13,24,Medium,Medium,4.59,12.6,15,Fall,2022,0,9.78,99.3,Hit
Sunrise,Isekai,3,Original,Shounen,12,24,Low,Low,4.23,7.9,8,Spring,2024,0,8.28,100.0,Hit
Lerche,Romance,1,Original,Seinen,26,24,Low,Medium,4.4,8.6,6,Spring,2017,0,5.05,36.7,Flop
Production I.G,Mecha,3,Light Novel,Seinen,12,24,Low,Medium,4.91,8.2,3,Winter,2015,1,5.97,70.4,Average
Toei Animation,Slice of Life,2,Light Novel,Seinen,26,24,Medium,Medium,2.17,2.0,4,Winter,2022,1,6.32,84.9,Average
Madhouse,Adventure,3,Manga,Shoujo,50,24,Low,Low,5.3,9.3,6,Spring,2016,0,8.62,100.0,Hit
Trigger,Mecha,2,Manga,Shounen,12,24,High,Low,5.37,6.1,7,Winter,2017,1,9.3,100.0,Hit
Production I.G,Supernatural,2,Manga,Seinen,12,24,Low,Low,5.29,6.2,6,Winter,2024,0,8.2,77.1,Hit
Zero-G,Horror,1,Web Novel,Seinen,100,24,Medium,Low,4.4,8.5,6,Winter,2020,1,7.37,67.6,Average
Zero-G,Sci-Fi,1,Game,Seinen,26,24,High,Medium,1.07,6.4,1,Summer,2023,0,6.28,69.9,Average
Studio Deen,Slice of Life,2,Manga,Seinen,12,24,Medium,High,2.52,9.1,5,Fall,2023,1,8.4,54.4,Hit
Madhouse,Romance,2,Visual Novel,Seinen,26,24,High,Low,5.24,9.4,10,Summer,2021,0,9.25,87.8,Hit
A-1 Pictures,Comedy,1,Light Novel,Shounen,24,24,High,Medium,4.78,4.4,4,Spring,2017,0,8.2,72.1,Hit
Silver Link,Comedy,1,Web Novel,Seinen,50,24,Medium,Low,2.64,2.1,4,Fall,2022,0,4.92,60.9,Flop
WIT Studio,Romance,1,Manga,Josei,12,24,Medium,Low,4.38,8.5,9,Spring,2019,0,9.82,100.0,Hit
Doga Kobo,Sci-Fi,1,Manga,Shounen,12,24,Medium,Medium,5.51,13.2,9,Fall,2022,0,7.69,79.1,Hit
Pierrot,Romance,3,Manga,Shounen,13,24,Low,High,4.26,9.1,2,Fall,2016,1,5.21,64.5,Average
J.C.Staff,Sports,1,Manga,Josei,12,24,Low,Low,4.45,13.6,7,Summer,2015,0,3.76,32.5,Flop
Silver Link,Action,3,Original,Seinen,24,24,Medium,Medium,4.57,1.5,7,Fall,2015,1,5.65,38.4,Flop
Lerche,Sci-Fi,2,Light Novel,Shounen,13,24,Medium,High,5.03,7.9,6,Fall,2021,1,8.03,99.5,Hit
ufotable,Action,1,Visual Novel,Seinen,12,24,High,Medium,5.61,10.8,10,Winter,2016,0,9.46,94.0,Hit
WIT Studio,Comedy,1,Light Novel,Shounen,12,24,Medium,Medium,5.17,11.0,9,Spring,2015,1,9.22,85.2,Hit
Lerche,Isekai,3,Manga,Seinen,24,24,Medium,Low,4.17,6.2,4,Fall,2020,0,5.33,43.4,Flop
J.C.Staff,Adventure,1,Light Novel,Shoujo,25,24,Medium,Low,2.16,3.0,6,Spring,2021,0,6.71,77.6,Average
Toei Animation,Action,1,Original,Seinen,25,24,Medium,Medium,6.76,5.6,7,Winter,2020,0,9.84,100.0,Hit
Pierrot,Slice of Life,1,Light Novel,Seinen,13,24,Low,Medium,1.94,8.7,1,Winter,2017,1,7.61,51.1,Average
MAPPA,Sports,3,Original,Josei,12,24,Medium,High,10.0,21.1,6,Winter,2020,1,9.58,100.0,Hit
Madhouse,Sports,3,Light Novel,Shounen,26,24,Medium,Low,5.78,8.4,9,Winter,2021,0,5.84,60.6,Average
Silver Link,Romance,3,Original,Shounen,13,12,High,Medium,3.53,5.4,3,Spring,2024,1,8.11,85.1,Hit
Silver Link,Drama,2,Manga,Shounen,24,24,Low,Low,2.06,2.7,5,Spring,2022,1,5.4,37.2,Flop
Studio Deen,Supernatural,2,Web Novel,Seinen,24,24,Medium,Low,7.37,11.3,5,Fall,2018,1,6.0,64.2,Average
Zero-G,Sci-Fi,1,Visual Novel,Shounen,24,12,Medium,Medium,3.01,6.6,5,Fall,2022,1,5.23,33.4,Flop
Madhouse,Horror,1,Web Novel,Seinen,24,24,Low,Medium,2.41,14.1,8,Winter,2023,0,7.13,76.8,Hit
Toei Animation,Psychological,1,Manga,Seinen,13,24,High,High,4.5,9.4,11,Spring,2015,0,9.52,73.5,Hit
Kyoto Animation,Horror,1,Original,Shounen,12,24,Low,Medium,7.75,10.9,12,Summer,2017,0,10.0,81.1,Hit
Production I.G,Mystery,3,Manga,Seinen,12,24,Medium,Low,7.67,4.8,7,Spring,2016,0,9.36,92.3,Hit
Pierrot,Comedy,2,Manga,Shoujo,24,24,Low,Medium,6.15,14.4,7,Spring,2019,0,8.02,70.3,Hit
Doga Kobo,Drama,1,Visual Novel,Seinen,50,24,Medium,High,4.66,7.0,3,Summer,2016,0,8.21,69.1,Hit
CloverWorks,Comedy,2,Original,Shounen,24,24,Medium,Low,5.36,7.8,13,Fall,2021,1,9.61,91.7,Hit
Madhouse,Sci-Fi,2,Light Novel,Seinen,12,24,Low,Low,3.29,10.6,7,Summer,2016,0,8.04,79.7,Hit
Diomedea,Supernatural,1,Light Novel,Shounen,24,24,Medium,Medium,2.16,9.6,8,Winter,2023,1,4.74,49.6,Flop
Zero-G,Sci-Fi,2,Visual Novel,Shounen,24,12,Medium,Low,3.71,8.0,6,Summer,2023,0,6.07,54.0,Average
Doga Kobo,Sports,2,Original,Shounen,13,12,Medium,High,5.37,11.6,3,Summer,2018,1,10.0,94.6,Hit
Lerche,Sci-Fi,2,Light Novel,Shounen,12,24,Medium,Medium,5.55,12.8,2,Summer,2021,1,3.5,17.3,Flop
ufotable,Drama,3,Original,Shounen,24,24,Medium,Medium,6.4,7.0,7,Spring,2015,0,9.81,90.8,Hit
CloverWorks,Adventure,2,Light Novel,Seinen,12,12,Medium,High,5.84,13.4,3,Winter,2024,1,10.0,95.4,Hit
CloverWorks,Sci-Fi,1,Visual Novel,Shounen,12,24,High,Medium,1.53,8.2,3,Fall,2022,0,9.78,100.0,Hit
Bones,Psychological,1,Manga,Shounen,24,24,Medium,Low,5.81,1.9,6,Fall,2021,0,8.18,77.8,Hit
ufotable,Supernatural,2,Light Novel,Shoujo,12,24,Medium,Low,7.42,3.3,9,Winter,2016,0,10.0,92.0,Hit
Kyoto Animation,Action,3,Manga,Shounen,12,24,Low,Medium,6.62,6.9,8,Fall,2024,1,10.0,100.0,Hit
J.C.Staff,Mecha,3,Visual Novel,Shounen,13,12,Low,Medium,5.1,13.2,4,Summer,2017,1,7.18,51.5,Average
Trigger,Action,3,Manga,Shounen,50,24,Low,Low,5.84,13.1,9,Summer,2023,0,9.98,100.0,Hit
CloverWorks,Mystery,1,Light Novel,Shoujo,12,24,High,Low,5.28,5.5,7,Summer,2015,1,10.0,98.1,Hit
Sunrise,Slice of Life,3,Manga,Shounen,24,24,Low,Low,4.61,5.3,10,Winter,2023,1,5.38,53.7,Flop
Pierrot,Comedy,1,Light Novel,Shoujo,26,24,Low,Low,5.39,12.0,4,Fall,2018,1,5.54,57.7,Average
Zero-G,Action,2,Light Novel,Seinen,13,24,Low,Low,4.62,1.9,7,Fall,2016,0,3.64,42.9,Flop
Silver Link,Horror,2,Light Novel,Seinen,12,12,High,Medium,2.55,2.6,10,Summer,2015,1,6.02,68.2,Average
Studio Deen,Sports,2,Visual Novel,Seinen,12,24,Medium,Medium,5.01,8.6,7,Winter,2021,0,6.58,46.4,Average
Doga Kobo,Fantasy,1,Original,Shounen,24,24,Medium,Low,3.92,8.4,5,Spring,2015,1,5.84,61.2,Average
Production I.G,Fantasy,1,Original,Seinen,12,24,Medium,Low,5.14,17.2,9,Summer,2018,1,9.7,90.1,Hit
Kyoto Animation,Action,1,Original,Josei,12,24,High,High,6.03,7.7,7,Winter,2024,1,9.35,100.0,Hit
A-1 Pictures,Romance,3,Light Novel,Shounen,12,24,Medium,High,5.3,5.6,5,Fall,2024,0,9.32,96.7,Hit
CloverWorks,Romance,1,Manga,Josei,13,12,Medium,Medium,4.42,3.4,8,Spring,2015,1,9.32,100.0,Hit
Kyoto Animation,Drama,1,Visual Novel,Shoujo,12,24,Medium,Medium,7.24,5.1,9,Summer,2015,0,10.0,100.0,Hit
Production I.G,Mecha,2,Light Novel,Shounen,26,24,Low,Low,6.28,8.4,16,Winter,2022,0,6.83,100.0,Hit
Doga Kobo,Sports,1,Light Novel,Seinen,26,24,Low,Low,5.12,13.9,7,Spring,2021,0,6.15,67.1,Average
Madhouse,Romance,3,Original,Shounen,26,24,Low,Medium,6.27,7.2,7,Spring,2020,0,7.2,54.3,Average
Madhouse,Slice of Life,1,Manga,Shounen,13,24,Medium,Medium,5.24,9.9,8,Winter,2016,1,10.0,88.1,Hit
Diomedea,Isekai,1,Manga,Shoujo,24,24,Medium,Low,2.76,1.9,6,Summer,2019,0,6.17,64.3,Average
Sunrise,Sports,2,Web Novel,Shounen,50,24,Low,Low,4.07,8.5,8,Winter,2024,1,8.28,91.2,Hit
MAPPA,Slice of Life,1,Manga,Shoujo,12,24,Low,Low,5.9,5.4,4,Spring,2021,1,9.9,82.9,Hit
A-1 Pictures,Sports,3,Manga,Shounen,26,24,Medium,Low,7.9,3.2,4,Fall,2021,0,7.29,92.4,Hit
MAPPA,Fantasy,3,Light Novel,Seinen,12,24,Low,Low,4.93,1.3,6,Summer,2020,0,8.96,64.0,Hit
Toei Animation,Isekai,3,Light Novel,Shounen,12,12,Low,Medium,4.61,8.3,6,Winter,2015,1,5.38,25.2,Flop
Pierrot,Mecha,2,Visual Novel,Shounen,24,24,High,Low,5.84,11.5,4,Winter,2016,0,7.54,83.3,Hit
Lerche,Romance,3,Manga,Seinen,12,24,Medium,Low,4.3,12.0,6,Fall,2020,1,5.86,51.6,Average
Silver Link,Drama,1,Original,Seinen,12,24,Medium,Low,1.49,7.1,5,Winter,2020,0,6.62,64.5,Average
ufotable,Sports,2,Manga,Shounen,26,12,High,High,8.23,9.2,11,Summer,2024,1,10.0,94.6,Hit
Sunrise,Supernatural,2,Manga,Shounen,12,24,Medium,Medium,2.91,8.0,5,Fall,2016,0,7.99,80.9,Hit
Kyoto Animation,Mystery,3,Visual Novel,Shounen,12,24,Low,Medium,7.48,9.6,11,Winter,2016,0,9.76,86.3,Hit
Trigger,Sci-Fi,1,Game,Shounen,26,12,Medium,Low,6.16,9.9,3,Fall,2024,1,5.35,41.6,Flop
J.C.Staff,Isekai,3,Web Novel,Shounen,50,12,Medium,High,3.76,4.2,4,Winter,2015,1,5.05,46.6,Flop
Lerche,Adventure,2,Light Novel,Shoujo,12,24,Medium,Low,5.09,6.5,6,Fall,2023,0,3.5,49.9,Flop
A-1 Pictures,Drama,1,Original,Shoujo,24,12,Low,Medium,3.85,2.6,7,Fall,2022,1,8.12,55.8,Average
Lerche,Action,3,Light Novel,Seinen,26,24,High,Medium,3.08,5.7,9,Summer,2024,0,5.88,52.5,Average
WIT Studio,Mecha,1,Web Novel,Seinen,12,24,Medium,Low,4.87,10.0,6,Spring,2024,0,7.97,80.1,Hit
J.C.Staff,Fantasy,1,Original,Shounen,26,24,Medium,Low,5.05,6.2,7,Summer,2019,1,4.67,60.1,Flop
MAPPA,Mystery,2,Original,Josei,12,24,Low,Medium,8.38,5.0,9,Fall,2018,0,10.0,93.5,Hit
Studio Deen,Mecha,2,Light Novel,Seinen,50,24,High,Low,2.82,8.6,7,Fall,2021,0,7.62,91.9,Hit
J.C.Staff,Romance,1,Light Novel,Josei,13,24,Medium,Low,4.75,5.3,2,Winter,2022,1,7.0,75.0,Hit
Madhouse,Romance,1,Original,Seinen,12,24,Medium,Low,4.86,10.2,11,Spring,2016,1,8.94,86.7,Hit
Doga Kobo,Comedy,1,Manga,Shoujo,12,12,High,Medium,6.65,12.8,5,Winter,2022,0,6.54,68.0,Average
Diomedea,Sports,3,Visual Novel,Seinen,50,24,Low,High,3.03,2.5,4,Winter,2020,0,3.27,28.9,Flop
CloverWorks,Action,3,Game,Seinen,24,24,Medium,Medium,6.29,11.7,8,Summer,2019,0,7.08,86.3,Hit
ufotable,Slice of Life,1,Manga,Shounen,24,12,Medium,Low,5.21,6.2,5,Winter,2017,0,9.06,94.7,Hit
Madhouse,Fantasy,1,Visual Novel,Seinen,13,24,Low,Medium,6.15,9.5,9,Spring,2017,1,9.83,94.9,Hit
Kyoto Animation,Slice of Life,3,Manga,Seinen,25,24,High,Low,8.12,20.4,12,Spring,2019,1,9.07,81.6,Hit
MAPPA,Adventure,1,Original,Shounen,12,24,Low,Low,4.22,13.3,6,Summer,2024,1,10.0,81.3,Hit
Doga Kobo,Action,1,Light Novel,Shoujo,13,24,Low,Medium,2.9,4.2,3,Winter,2023,0,5.6,46.9,Flop
CloverWorks,Mystery,2,Original,Shounen,50,24,Low,High,6.94,1.2,11,Fall,2016,0,8.47,100.0,Hit
Trigger,Psychological,3,Visual Novel,Shounen,12,12,Low,High,6.88,9.9,4,Fall,2018,0,8.27,97.6,Hit
Zero-G,Horror,2,Manga,Seinen,24,24,High,High,4.26,16.2,9,Winter,2024,1,6.63,56.2,Average
ufotable,Fantasy,2,Game,Shoujo,12,24,High,Low,5.92,3.8,8,Spring,2017,0,9.78,100.0,Hit
Doga Kobo,Sci-Fi,1,Web Novel,Shoujo,25,24,Low,Medium,1.0,2.0,7,Summer,2020,0,6.14,21.1,Flop
Bones,Mystery,1,Web Novel,Seinen,13,12,Low,Medium,5.71,11.3,12,Summer,2016,1,6.22,36.3,Flop
Pierrot,Horror,1,Game,Shounen,26,24,Medium,High,4.66,7.9,4,Spring,2017,0,8.79,98.7,Hit
Trigger,Drama,1,Original,Seinen,12,24,High,Medium,7.58,13.2,9,Fall,2023,1,9.92,92.5,Hit
CloverWorks,Drama,3,Manga,Seinen,12,24,Medium,High,5.3,12.8,6,Winter,2019,1,8.72,100.0,Hit
MAPPA,Psychological,1,Light Novel,Shounen,26,24,Medium,Medium,5.04,5.9,10,Winter,2016,0,8.26,90.8,Hit
Madhouse,Fantasy,1,Original,Shounen,50,24,High,Medium,6.95,0.0,8,Summer,2021,0,9.35,99.2,Hit
ufotable,Isekai,2,Light Novel,Shounen,12,24,Medium,Low,5.32,5.7,8,Winter,2016,0,9.69,98.0,Hit
Bones,Mecha,2,Manga,Seinen,12,24,Medium,Medium,6.53,9.2,10,Fall,2024,1,9.56,93.9,Hit
Silver Link,Psychological,1,Light Novel,Seinen,24,12,High,Low,3.05,8.4,7,Fall,2016,1,8.77,68.0,Hit
WIT Studio,Isekai,1,Visual Novel,Josei,13,24,Medium,Low,4.59,5.5,16,Winter,2015,0,9.5,100.0,Hit
J.C.Staff,Sports,1,Manga,Seinen,100,24,Medium,High,4.4,10.4,4,Winter,2024,1,7.5,41.6,Average
Diomedea,Mystery,1,Manga,Shounen,12,24,Low,High,6.32,5.5,5,Spring,2018,0,6.19,45.6,Average
Doga Kobo,Drama,3,Web Novel,Shounen,24,24,High,Low,6.21,9.8,10,Fall,2021,1,7.22,43.5,Average
A-1 Pictures,Slice of Life,1,Game,Shoujo,24,24,Medium,Medium,5.97,10.2,10,Fall,2022,0,10.0,92.0,Hit
Production I.G,Sports,1,Web Novel,Shounen,12,24,Low,Low,6.64,7.1,5,Winter,2018,0,9.42,97.7,Hit
Pierrot,Isekai,1,Original,Shoujo,12,24,Medium,Medium,4.74,0.0,5,Summer,2016,1,7.51,73.4,Hit
MAPPA,Psychological,1,Visual Novel,Shoujo,24,24,Low,Medium,6.74,13.8,14,Summer,2019,0,8.52,78.3,Hit
A-1 Pictures,Adventure,3,Original,Josei,24,24,Low,Low,2.2,10.5,9,Fall,2020,0,7.24,100.0,Hit
CloverWorks,Sci-Fi,1,Manga,Seinen,13,24,High,Medium,6.02,13.8,10,Winter,2022,0,9.77,80.4,Hit
Lerche,Romance,3,Web Novel,Shounen,26,24,High,Low,3.39,7.5,1,Summer,2020,0,4.66,65.3,Flop
CloverWorks,Horror,2,Light Novel,Shoujo,12,12,Medium,Low,5.35,1.9,6,Winter,2016,1,6.73,65.7,Average
Kyoto Animation,Sci-Fi,2,Manga,Shoujo,100,24,High,Low,4.78,4.0,9,Summer,2015,1,9.52,100.0,Hit
CloverWorks,Horror,2,Web Novel,Shounen,12,24,Low,Medium,7.48,9.7,9,Fall,2017,1,5.8,66.7,Average
Madhouse,Sports,2,Manga,Shounen,12,24,Medium,High,6.23,6.0,9,Summer,2023,0,10.0,100.0,Hit
Bones,Sports,3,Light Novel,Seinen,13,24,Low,Medium,2.08,3.5,14,Fall,2016,0,6.71,52.4,Average
Madhouse,Sci-Fi,1,Web Novel,Shounen,12,24,Low,Low,4.13,8.4,6,Fall,2017,1,5.13,57.2,Flop
Kyoto Animation,Sci-Fi,2,Light Novel,Shoujo,12,24,Medium,Medium,8.34,7.3,7,Winter,2021,1,8.86,86.1,Hit
Studio Deen,Romance,2,Light Novel,Seinen,24,24,Medium,Low,3.78,11.3,2,Spring,2016,1,4.46,32.6,Flop
Diomedea,Comedy,1,Manga,Seinen,24,24,Low,High,3.38,7.1,1,Winter,2024,1,4.13,52.5,Flop
Lerche,Drama,2,Manga,Shounen,50,24,Medium,Medium,2.02,10.5,7,Spring,2015,1,7.21,86.7,Hit
